ID,Drug1,Drug2,cell_line,Bliss,classification
9381,VINBLASTINE,PD325901,COLO320DM,5.46,synergy
9382,VINBLASTINE,PD325901,COLO320DM,10.16,synergy
9383,VINBLASTINE,SORAFENIB,COLO320DM,4.56,synergy
9384,VINBLASTINE,SORAFENIB,COLO320DM,6.55,synergy
9385,VINBLASTINE,SORAFENIB,COLO320DM,5.97,synergy
9386,VINBLASTINE,SUNITINIB,COLO320DM,15.09,synergy
9387,VINBLASTINE,SUNITINIB,COLO320DM,14.67,synergy
9388,VINBLASTINE,SUNITINIB,COLO320DM,16.57,synergy
9389,VINBLASTINE,SUNITINIB,COLO320DM,15.83,synergy
9390,VINBLASTINE,TEMOZOLOMIDE,COLO320DM,6.56,synergy
9391,VINBLASTINE,ZOLINZA,COLO320DM,5.64,synergy
9392,VINBLASTINE,ZOLINZA,COLO320DM,4.37,synergy
9393,VINBLASTINE,ZOLINZA,COLO320DM,12.39,synergy
9394,VINBLASTINE,ZOLINZA,COLO320DM,10.69,synergy
9395,VINORELBINE,ABT-888,COLO320DM,8.27,synergy
9396,VINORELBINE,ABT-888,COLO320DM,4.95,synergy
9397,VINORELBINE,AZD1775,COLO320DM,7.47,synergy
9398,VINORELBINE,AZD1775,COLO320DM,7.4,synergy
9399,VINORELBINE,AZD1775,COLO320DM,10.18,synergy
9400,VINORELBINE,AZD1775,COLO320DM,12.71,synergy
9401,VINORELBINE,BEZ-235,COLO320DM,11.54,synergy
9402,VINORELBINE,BEZ-235,COLO320DM,17.24,synergy
9403,VINORELBINE,BEZ-235,COLO320DM,9.82,synergy
9404,VINORELBINE,BEZ-235,COLO320DM,8.87,synergy
9405,VINORELBINE,BORTEZOMIB,COLO320DM,11.09,synergy
9406,VINORELBINE,BORTEZOMIB,COLO320DM,14.33,synergy
9407,VINORELBINE,BORTEZOMIB,COLO320DM,16.95,synergy
9408,VINORELBINE,BORTEZOMIB,COLO320DM,10.9,synergy
9409,VINORELBINE,DASATINIB,COLO320DM,5.85,synergy
9410,VINORELBINE,DASATINIB,COLO320DM,4.88,synergy
9411,VINORELBINE,DASATINIB,COLO320DM,12.76,synergy
9412,VINORELBINE,DINACICLIB,COLO320DM,5.33,synergy
9413,VINORELBINE,DINACICLIB,COLO320DM,9.6,synergy
9414,VINORELBINE,DINACICLIB,COLO320DM,7.73,synergy
9415,VINORELBINE,DINACICLIB,COLO320DM,10.58,synergy
9416,VINORELBINE,ERLOTINIB,COLO320DM,14.2,synergy
9417,VINORELBINE,ERLOTINIB,COLO320DM,15.12,synergy
9418,VINORELBINE,ERLOTINIB,COLO320DM,19.43,synergy
9419,VINORELBINE,ERLOTINIB,COLO320DM,15.77,synergy
9420,VINORELBINE,GELDANAMYCIN,COLO320DM,6.93,synergy
9421,VINORELBINE,LAPATINIB,COLO320DM,16.2,synergy
9422,VINORELBINE,LAPATINIB,COLO320DM,17.89,synergy
9423,VINORELBINE,LAPATINIB,COLO320DM,19.75,synergy
9424,VINORELBINE,LAPATINIB,COLO320DM,15.7,synergy
9425,VINORELBINE,MK-2206,COLO320DM,9.4,synergy
9426,VINORELBINE,MK-2206,COLO320DM,7.19,synergy
9427,VINORELBINE,MK-2206,COLO320DM,10.95,synergy
9428,VINORELBINE,MK-2206,COLO320DM,14.87,synergy
9429,VINORELBINE,MK-4827,COLO320DM,3.21,synergy
9430,VINORELBINE,MK-4827,COLO320DM,4.32,synergy
9431,VINORELBINE,MK-4827,COLO320DM,11.59,synergy
9432,VINORELBINE,MK-4827,COLO320DM,10.76,synergy
9433,VINORELBINE,MK-5108,COLO320DM,7.4,synergy
9434,VINORELBINE,MK-5108,COLO320DM,12.94,synergy
9435,VINORELBINE,MK-5108,COLO320DM,9.7,synergy
9436,VINORELBINE,MK-8669,COLO320DM,5.04,synergy
9437,VINORELBINE,MK-8669,COLO320DM,8.26,synergy
9438,VINORELBINE,MK-8669,COLO320DM,15.34,synergy
9439,VINORELBINE,MK-8776,COLO320DM,4.97,synergy
9440,VINORELBINE,MK-8776,COLO320DM,9.03,synergy
9441,VINORELBINE,MK-8776,COLO320DM,12.13,synergy
9442,VINORELBINE,MK-8776,COLO320DM,18.46,synergy
9443,VINORELBINE,PD325901,COLO320DM,-3.35,antagonism
9444,VINORELBINE,PD325901,COLO320DM,-7,antagonism
9445,VINORELBINE,SORAFENIB,COLO320DM,3.24,synergy
9446,VINORELBINE,SORAFENIB,COLO320DM,9.84,synergy
9447,VINORELBINE,SUNITINIB,COLO320DM,20.31,synergy
9448,VINORELBINE,SUNITINIB,COLO320DM,12.72,synergy
9449,VINORELBINE,SUNITINIB,COLO320DM,13.14,synergy
9450,VINORELBINE,SUNITINIB,COLO320DM,18.85,synergy
9451,VINORELBINE,TEMOZOLOMIDE,COLO320DM,3.89,synergy
9452,VINORELBINE,TEMOZOLOMIDE,COLO320DM,9.68,synergy
9453,VINORELBINE,TEMOZOLOMIDE,COLO320DM,4.79,synergy
9454,VINORELBINE,TEMOZOLOMIDE,COLO320DM,7.64,synergy
9455,VINORELBINE,ZOLINZA,COLO320DM,4.36,synergy
9456,VINORELBINE,ZOLINZA,COLO320DM,12.15,synergy
9457,VINORELBINE,ZOLINZA,COLO320DM,9.02,synergy
9458,VINORELBINE,ZOLINZA,COLO320DM,5.62,synergy
9459,ZOLINZA,ABT-888,COLO320DM,7.66,synergy
9460,ZOLINZA,ABT-888,COLO320DM,6.24,synergy
9461,ZOLINZA,ABT-888,COLO320DM,5.16,synergy
9462,ZOLINZA,AZD1775,COLO320DM,13.45,synergy
9463,ZOLINZA,AZD1775,COLO320DM,6.59,synergy
9464,ZOLINZA,AZD1775,COLO320DM,10.45,synergy
9465,ZOLINZA,AZD1775,COLO320DM,16.01,synergy
9466,ZOLINZA,BEZ-235,COLO320DM,8.93,synergy
9467,ZOLINZA,BEZ-235,COLO320DM,4.84,synergy
9468,ZOLINZA,BEZ-235,COLO320DM,9.42,synergy
9469,ZOLINZA,BORTEZOMIB,COLO320DM,8.54,synergy
9470,ZOLINZA,BORTEZOMIB,COLO320DM,13.28,synergy
9471,ZOLINZA,BORTEZOMIB,COLO320DM,13.67,synergy
9472,ZOLINZA,BORTEZOMIB,COLO320DM,19.28,synergy
9473,ZOLINZA,DASATINIB,COLO320DM,8.17,synergy
9474,ZOLINZA,DASATINIB,COLO320DM,10.04,synergy
9475,ZOLINZA,DINACICLIB,COLO320DM,5.6,synergy
9476,ZOLINZA,DINACICLIB,COLO320DM,4.75,synergy
9477,ZOLINZA,DINACICLIB,COLO320DM,3.37,synergy
9478,ZOLINZA,ERLOTINIB,COLO320DM,14.81,synergy
9479,ZOLINZA,ERLOTINIB,COLO320DM,8.74,synergy
9480,ZOLINZA,ERLOTINIB,COLO320DM,9.27,synergy
9481,ZOLINZA,ERLOTINIB,COLO320DM,22.58,synergy
9482,ZOLINZA,GELDANAMYCIN,COLO320DM,6.38,synergy
9483,ZOLINZA,GELDANAMYCIN,COLO320DM,5.18,synergy
9484,ZOLINZA,GELDANAMYCIN,COLO320DM,6.32,synergy
9485,ZOLINZA,GELDANAMYCIN,COLO320DM,5.28,synergy
9486,ZOLINZA,GEMCITABINE,COLO320DM,5.15,synergy
9487,ZOLINZA,GEMCITABINE,COLO320DM,3.3,synergy
9488,ZOLINZA,GEMCITABINE,COLO320DM,6,synergy
9489,ZOLINZA,LAPATINIB,COLO320DM,9.29,synergy
9490,ZOLINZA,LAPATINIB,COLO320DM,4.96,synergy
9491,ZOLINZA,LAPATINIB,COLO320DM,5.63,synergy
9492,ZOLINZA,LAPATINIB,COLO320DM,7.74,synergy
9493,ZOLINZA,MK-2206,COLO320DM,6.55,synergy
9494,ZOLINZA,MK-2206,COLO320DM,7.57,synergy
9495,ZOLINZA,MK-2206,COLO320DM,6.12,synergy
9496,ZOLINZA,MK-2206,COLO320DM,9.13,synergy
9497,ZOLINZA,MK-4827,COLO320DM,3.34,synergy
9498,ZOLINZA,MK-4827,COLO320DM,6.58,synergy
9499,ZOLINZA,MK-4827,COLO320DM,4.13,synergy
9500,ZOLINZA,MK-4827,COLO320DM,5.49,synergy
9501,ZOLINZA,MK-5108,COLO320DM,3.39,synergy
9502,ZOLINZA,MK-5108,COLO320DM,8.02,synergy
9503,ZOLINZA,MK-5108,COLO320DM,7.9,synergy
9504,ZOLINZA,MK-5108,COLO320DM,10.48,synergy
9505,ZOLINZA,MK-8669,COLO320DM,4.95,synergy
9506,ZOLINZA,MK-8669,COLO320DM,6.64,synergy
9507,ZOLINZA,MK-8669,COLO320DM,6.86,synergy
9508,ZOLINZA,MK-8776,COLO320DM,13.54,synergy
9509,ZOLINZA,MK-8776,COLO320DM,9.35,synergy
9510,ZOLINZA,MK-8776,COLO320DM,17.8,synergy
9511,ZOLINZA,MK-8776,COLO320DM,14.34,synergy
9512,ZOLINZA,OXALIPLATIN,COLO320DM,9.52,synergy
9513,ZOLINZA,OXALIPLATIN,COLO320DM,8.39,synergy
9514,ZOLINZA,OXALIPLATIN,COLO320DM,7.85,synergy
9515,ZOLINZA,OXALIPLATIN,COLO320DM,9.45,synergy
9516,ZOLINZA,PD325901,COLO320DM,-3.69,antagonism
9517,ZOLINZA,PD325901,COLO320DM,4.4,synergy
9518,ZOLINZA,PD325901,COLO320DM,8.23,synergy
9519,ZOLINZA,SN-38,COLO320DM,7.17,synergy
9520,ZOLINZA,SN-38,COLO320DM,6.37,synergy
9521,ZOLINZA,SN-38,COLO320DM,5.4,synergy
9522,ZOLINZA,SN-38,COLO320DM,3.2,synergy
9523,ZOLINZA,SUNITINIB,COLO320DM,5.56,synergy
9524,ZOLINZA,SUNITINIB,COLO320DM,3.86,synergy
9525,ZOLINZA,SUNITINIB,COLO320DM,4.68,synergy
9526,ZOLINZA,SUNITINIB,COLO320DM,5.62,synergy
9527,ZOLINZA,TEMOZOLOMIDE,COLO320DM,3.11,synergy
9528,ZOLINZA,TEMOZOLOMIDE,COLO320DM,3.93,synergy
9529,ZOLINZA,TEMOZOLOMIDE,COLO320DM,6.77,synergy
9530,ZOLINZA,TOPOTECAN,COLO320DM,3.52,synergy
9531,ZOLINZA,TOPOTECAN,COLO320DM,5.35,synergy
9532,5-FU,ABT-888,DLD1,9.73,synergy
9533,5-FU,ABT-888,DLD1,4,synergy
9534,5-FU,AZD1775,DLD1,4.62,synergy
9535,5-FU,AZD1775,DLD1,5.54,synergy
9536,5-FU,BORTEZOMIB,DLD1,3.89,synergy
9537,5-FU,BORTEZOMIB,DLD1,3.42,synergy
9538,5-FU,DASATINIB,DLD1,3.44,synergy
9539,5-FU,DASATINIB,DLD1,4.2,synergy
9540,5-FU,DASATINIB,DLD1,3.13,synergy
9541,5-FU,DASATINIB,DLD1,5.33,synergy
9542,5-FU,DINACICLIB,DLD1,3.19,synergy
9543,5-FU,DINACICLIB,DLD1,4.36,synergy
9544,5-FU,GELDANAMYCIN,DLD1,-6.46,antagonism
9545,5-FU,GELDANAMYCIN,DLD1,-3.43,antagonism
9546,5-FU,L778123,DLD1,3.46,synergy
9547,5-FU,L778123,DLD1,8.23,synergy
9548,5-FU,L778123,DLD1,10.25,synergy
9549,5-FU,LAPATINIB,DLD1,7.86,synergy
9550,5-FU,MK-2206,DLD1,7.24,synergy
9551,5-FU,MK-2206,DLD1,4.84,synergy
9552,5-FU,MK-2206,DLD1,4.5,synergy
9553,5-FU,MK-4827,DLD1,-3.12,antagonism
9554,5-FU,MK-5108,DLD1,-7.62,antagonism
9555,5-FU,MK-5108,DLD1,-4.21,antagonism
9556,5-FU,MK-5108,DLD1,4.34,synergy
9557,5-FU,MK-8669,DLD1,7.58,synergy
9558,5-FU,MK-8669,DLD1,3.29,synergy
9559,5-FU,MK-8669,DLD1,9.8,synergy
9560,5-FU,PD325901,DLD1,4.18,synergy
9561,5-FU,PD325901,DLD1,4.66,synergy
9562,5-FU,PD325901,DLD1,5.95,synergy
9563,5-FU,SORAFENIB,DLD1,6.95,synergy
9564,5-FU,SORAFENIB,DLD1,5.82,synergy
9565,5-FU,SORAFENIB,DLD1,5.77,synergy
9566,5-FU,SUNITINIB,DLD1,7.56,synergy
9567,5-FU,SUNITINIB,DLD1,6.67,synergy
9568,5-FU,SUNITINIB,DLD1,7.77,synergy
9569,5-FU,TEMOZOLOMIDE,DLD1,-3.9,antagonism
9570,5-FU,ZOLINZA,DLD1,4.34,synergy
9571,ABT-888,BEZ-235,DLD1,3.25,synergy
9572,ABT-888,BEZ-235,DLD1,11.29,synergy
9573,ABT-888,BEZ-235,DLD1,6.08,synergy
9574,ABT-888,DINACICLIB,DLD1,5.05,synergy
9575,ABT-888,DINACICLIB,DLD1,7.38,synergy
9576,ABT-888,GELDANAMYCIN,DLD1,-4.97,antagonism
9577,ABT-888,GELDANAMYCIN,DLD1,3.52,synergy
9578,ABT-888,MK-8669,DLD1,4.02,synergy
9579,ABT-888,MK-8776,DLD1,3.78,synergy
9580,ABT-888,MK-8776,DLD1,4.22,synergy
9581,ABT-888,OXALIPLATIN,DLD1,-8.47,antagonism
9582,ABT-888,OXALIPLATIN,DLD1,-9.26,antagonism
9583,ABT-888,OXALIPLATIN,DLD1,-6.37,antagonism
9584,ABT-888,OXALIPLATIN,DLD1,-6.13,antagonism
9585,ABT-888,SN-38,DLD1,6.08,synergy
9586,ABT-888,SN-38,DLD1,12.57,synergy
9587,ABT-888,SN-38,DLD1,11.91,synergy
9588,ABT-888,SN-38,DLD1,9.57,synergy
9589,ABT-888,SORAFENIB,DLD1,8.72,synergy
9590,ABT-888,SORAFENIB,DLD1,8.92,synergy
9591,ABT-888,SORAFENIB,DLD1,11.87,synergy
9592,ABT-888,SORAFENIB,DLD1,11.2,synergy
9593,ABT-888,TOPOTECAN,DLD1,-9.83,antagonism
9594,ABT-888,TOPOTECAN,DLD1,-7.96,antagonism
9595,ABT-888,TOPOTECAN,DLD1,-4.56,antagonism
9596,ABT-888,TOPOTECAN,DLD1,-4.15,antagonism
9597,AZD1775,ABT-888,DLD1,-3.17,antagonism
9598,AZD1775,ABT-888,DLD1,-4.04,antagonism
9599,AZD1775,BEZ-235,DLD1,9.99,synergy
9600,AZD1775,BEZ-235,DLD1,8.75,synergy
9601,AZD1775,BEZ-235,DLD1,11.69,synergy
9602,AZD1775,BEZ-235,DLD1,7.31,synergy
9603,AZD1775,DASATINIB,DLD1,8.3,synergy
9604,AZD1775,DASATINIB,DLD1,8.96,synergy
9605,AZD1775,DASATINIB,DLD1,14.97,synergy
9606,AZD1775,DASATINIB,DLD1,17.33,synergy
9607,AZD1775,DINACICLIB,DLD1,5.26,synergy
9608,AZD1775,DINACICLIB,DLD1,10.01,synergy
9609,AZD1775,DINACICLIB,DLD1,8.63,synergy
9610,AZD1775,DINACICLIB,DLD1,8.21,synergy
9611,AZD1775,ERLOTINIB,DLD1,8.27,synergy
9612,AZD1775,ERLOTINIB,DLD1,6.44,synergy
9613,AZD1775,GELDANAMYCIN,DLD1,3.12,synergy
9614,AZD1775,LAPATINIB,DLD1,6.9,synergy
9615,AZD1775,LAPATINIB,DLD1,11.96,synergy
9616,AZD1775,LAPATINIB,DLD1,7.36,synergy
9617,AZD1775,LAPATINIB,DLD1,5.94,synergy
9618,AZD1775,MK-2206,DLD1,13.87,synergy
9619,AZD1775,MK-2206,DLD1,15.85,synergy
9620,AZD1775,MK-2206,DLD1,12.56,synergy
9621,AZD1775,MK-2206,DLD1,13.96,synergy
9622,AZD1775,MK-4827,DLD1,-4.66,antagonism
9623,AZD1775,MK-4827,DLD1,-3.47,antagonism
9624,AZD1775,MK-5108,DLD1,5.14,synergy
9625,AZD1775,MK-8669,DLD1,13.41,synergy
9626,AZD1775,MK-8669,DLD1,6.62,synergy
9627,AZD1775,MK-8669,DLD1,15.24,synergy
9628,AZD1775,MK-8669,DLD1,16.14,synergy
9629,AZD1775,MK-8776,DLD1,7.29,synergy
9630,AZD1775,MK-8776,DLD1,13.89,synergy
9631,AZD1775,MK-8776,DLD1,17.77,synergy
9632,AZD1775,MK-8776,DLD1,12.36,synergy
9633,AZD1775,OXALIPLATIN,DLD1,-8.45,antagonism
9634,AZD1775,OXALIPLATIN,DLD1,-6.31,antagonism
9635,AZD1775,OXALIPLATIN,DLD1,-11.12,antagonism
9636,AZD1775,OXALIPLATIN,DLD1,-7.63,antagonism
9637,AZD1775,PD325901,DLD1,3.42,synergy
9638,AZD1775,PD325901,DLD1,7.62,synergy
9639,AZD1775,PD325901,DLD1,4.97,synergy
9640,AZD1775,SN-38,DLD1,6.29,synergy
9641,AZD1775,SN-38,DLD1,4.68,synergy
9642,AZD1775,SORAFENIB,DLD1,7.44,synergy
9643,AZD1775,SORAFENIB,DLD1,3.12,synergy
9644,AZD1775,SORAFENIB,DLD1,12.2,synergy
9645,AZD1775,SORAFENIB,DLD1,12.85,synergy
9646,AZD1775,TOPOTECAN,DLD1,-4.37,antagonism
9647,AZD1775,TOPOTECAN,DLD1,-4.8,antagonism
9648,AZD1775,TOPOTECAN,DLD1,-7.02,antagonism
9649,BEZ-235,DINACICLIB,DLD1,3.53,synergy
9650,BEZ-235,DINACICLIB,DLD1,4.71,synergy
9651,BEZ-235,MK-8776,DLD1,6.8,synergy
9652,BEZ-235,OXALIPLATIN,DLD1,-4.15,antagonism
9653,BEZ-235,OXALIPLATIN,DLD1,-3.12,antagonism
9654,BEZ-235,SN-38,DLD1,7.2,synergy
9655,BEZ-235,SN-38,DLD1,5.99,synergy
9656,BEZ-235,SN-38,DLD1,3.76,synergy
9657,BEZ-235,SORAFENIB,DLD1,5.3,synergy
9658,BEZ-235,SORAFENIB,DLD1,6.66,synergy
9659,BEZ-235,SORAFENIB,DLD1,7.63,synergy
9660,BEZ-235,SORAFENIB,DLD1,6.7,synergy
9661,BORTEZOMIB,ABT-888,DLD1,4.45,synergy
9662,BORTEZOMIB,ABT-888,DLD1,5.05,synergy
9663,BORTEZOMIB,BEZ-235,DLD1,4.3,synergy
9664,BORTEZOMIB,BEZ-235,DLD1,3.47,synergy
9665,BORTEZOMIB,DASATINIB,DLD1,4.25,synergy
9666,BORTEZOMIB,DASATINIB,DLD1,4.06,synergy
9667,BORTEZOMIB,SN-38,DLD1,-3.14,antagonism
9668,BORTEZOMIB,SORAFENIB,DLD1,4.29,synergy
9669,BORTEZOMIB,SORAFENIB,DLD1,4.7,synergy
9670,BORTEZOMIB,SORAFENIB,DLD1,5.6,synergy
9671,BORTEZOMIB,TOPOTECAN,DLD1,4.92,synergy
9672,CARBOPLATIN,ABT-888,DLD1,7.68,synergy
9673,CARBOPLATIN,ABT-888,DLD1,9.48,synergy
9674,CARBOPLATIN,AZD1775,DLD1,-3.72,antagonism
9675,CARBOPLATIN,AZD1775,DLD1,4.83,synergy
9676,CARBOPLATIN,BEZ-235,DLD1,3.15,synergy
9677,CARBOPLATIN,BEZ-235,DLD1,5.1,synergy
9678,CARBOPLATIN,BEZ-235,DLD1,6.13,synergy
9679,CARBOPLATIN,BEZ-235,DLD1,8.28,synergy
9680,CARBOPLATIN,BORTEZOMIB,DLD1,4.52,synergy
9681,CARBOPLATIN,BORTEZOMIB,DLD1,4.02,synergy
9682,CARBOPLATIN,BORTEZOMIB,DLD1,8.12,synergy
9683,CARBOPLATIN,BORTEZOMIB,DLD1,7.2,synergy
9684,CARBOPLATIN,DINACICLIB,DLD1,-5.89,antagonism
9685,CARBOPLATIN,ERLOTINIB,DLD1,-5.28,antagonism
9686,CARBOPLATIN,ERLOTINIB,DLD1,-9.22,antagonism
9687,CARBOPLATIN,ERLOTINIB,DLD1,3.42,synergy
9688,CARBOPLATIN,GELDANAMYCIN,DLD1,3.33,synergy
9689,CARBOPLATIN,L778123,DLD1,-3.42,antagonism
9690,CARBOPLATIN,L778123,DLD1,-3.64,antagonism
9691,CARBOPLATIN,LAPATINIB,DLD1,3.45,synergy
9692,CARBOPLATIN,MK-2206,DLD1,3.32,synergy
9693,CARBOPLATIN,MK-4827,DLD1,-11.07,antagonism
9694,CARBOPLATIN,MK-4827,DLD1,-3.38,antagonism
9695,CARBOPLATIN,MK-4827,DLD1,4.47,synergy
9696,CARBOPLATIN,MK-5108,DLD1,3.67,synergy
9697,CARBOPLATIN,MK-5108,DLD1,4.28,synergy
9698,CARBOPLATIN,MK-8669,DLD1,-3.29,antagonism
9699,CARBOPLATIN,MK-8669,DLD1,7.77,synergy
9700,CARBOPLATIN,MK-8776,DLD1,4.02,synergy
9701,CARBOPLATIN,MK-8776,DLD1,3.78,synergy
9702,CARBOPLATIN,PD325901,DLD1,6.38,synergy
9703,CARBOPLATIN,PD325901,DLD1,5.89,synergy
9704,CARBOPLATIN,SORAFENIB,DLD1,-3.67,antagonism
9705,CARBOPLATIN,SUNITINIB,DLD1,-4.01,antagonism
9706,CARBOPLATIN,TEMOZOLOMIDE,DLD1,-4.78,antagonism
9707,CARBOPLATIN,TEMOZOLOMIDE,DLD1,-4.33,antagonism
9708,CARBOPLATIN,TEMOZOLOMIDE,DLD1,-7.03,antagonism
9709,CARBOPLATIN,TEMOZOLOMIDE,DLD1,-3.76,antagonism
9710,CARBOPLATIN,ZOLINZA,DLD1,4.18,synergy
9711,CARBOPLATIN,ZOLINZA,DLD1,3.72,synergy
9712,CYCLOPHOSPHAMIDE,ABT-888,DLD1,3.65,synergy
9713,CYCLOPHOSPHAMIDE,ABT-888,DLD1,4.07,synergy
9714,CYCLOPHOSPHAMIDE,ABT-888,DLD1,8.45,synergy
9715,CYCLOPHOSPHAMIDE,ABT-888,DLD1,9.79,synergy
9716,CYCLOPHOSPHAMIDE,AZD1775,DLD1,3.65,synergy
9717,CYCLOPHOSPHAMIDE,AZD1775,DLD1,4.77,synergy
9718,CYCLOPHOSPHAMIDE,AZD1775,DLD1,12.87,synergy
9719,CYCLOPHOSPHAMIDE,BEZ-235,DLD1,6.63,synergy
9720,CYCLOPHOSPHAMIDE,BORTEZOMIB,DLD1,3.79,synergy
9721,CYCLOPHOSPHAMIDE,BORTEZOMIB,DLD1,3.4,synergy
9722,CYCLOPHOSPHAMIDE,DASATINIB,DLD1,8.88,synergy
9723,CYCLOPHOSPHAMIDE,DASATINIB,DLD1,6.3,synergy
9724,CYCLOPHOSPHAMIDE,DASATINIB,DLD1,10.36,synergy
9725,CYCLOPHOSPHAMIDE,DINACICLIB,DLD1,4.98,synergy
9726,CYCLOPHOSPHAMIDE,DINACICLIB,DLD1,3.64,synergy
9727,CYCLOPHOSPHAMIDE,ERLOTINIB,DLD1,4.57,synergy
9728,CYCLOPHOSPHAMIDE,ERLOTINIB,DLD1,3.38,synergy
9729,CYCLOPHOSPHAMIDE,GELDANAMYCIN,DLD1,-3.76,antagonism
9730,CYCLOPHOSPHAMIDE,L778123,DLD1,6.39,synergy
9731,CYCLOPHOSPHAMIDE,LAPATINIB,DLD1,4.72,synergy
9732,CYCLOPHOSPHAMIDE,MK-2206,DLD1,9.51,synergy
9733,CYCLOPHOSPHAMIDE,MK-2206,DLD1,6.03,synergy
9734,CYCLOPHOSPHAMIDE,MK-2206,DLD1,10.26,synergy
9735,CYCLOPHOSPHAMIDE,MK-2206,DLD1,5.19,synergy
9736,CYCLOPHOSPHAMIDE,MK-4827,DLD1,5.87,synergy
9737,CYCLOPHOSPHAMIDE,MK-5108,DLD1,6.58,synergy
9738,CYCLOPHOSPHAMIDE,MK-5108,DLD1,8.86,synergy
9739,CYCLOPHOSPHAMIDE,MK-8669,DLD1,5.95,synergy
9740,CYCLOPHOSPHAMIDE,MK-8669,DLD1,4.4,synergy
9741,CYCLOPHOSPHAMIDE,MK-8669,DLD1,6.36,synergy
9742,CYCLOPHOSPHAMIDE,MK-8669,DLD1,13.72,synergy
9743,CYCLOPHOSPHAMIDE,MK-8776,DLD1,-3.43,antagonism
9744,CYCLOPHOSPHAMIDE,MK-8776,DLD1,-4.62,antagonism
9745,CYCLOPHOSPHAMIDE,PD325901,DLD1,-4.39,antagonism
9746,CYCLOPHOSPHAMIDE,SORAFENIB,DLD1,13.11,synergy
9747,CYCLOPHOSPHAMIDE,SORAFENIB,DLD1,13.27,synergy
9748,CYCLOPHOSPHAMIDE,SORAFENIB,DLD1,12.47,synergy
9749,CYCLOPHOSPHAMIDE,SORAFENIB,DLD1,14.96,synergy
9750,CYCLOPHOSPHAMIDE,SUNITINIB,DLD1,4.51,synergy
9751,CYCLOPHOSPHAMIDE,SUNITINIB,DLD1,12.86,synergy
9752,CYCLOPHOSPHAMIDE,SUNITINIB,DLD1,10.09,synergy
9753,CYCLOPHOSPHAMIDE,SUNITINIB,DLD1,9.85,synergy
9754,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,DLD1,3.85,synergy
9755,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,DLD1,4.17,synergy
9756,CYCLOPHOSPHAMIDE,ZOLINZA,DLD1,5.2,synergy
9757,CYCLOPHOSPHAMIDE,ZOLINZA,DLD1,7.23,synergy
9758,CYCLOPHOSPHAMIDE,ZOLINZA,DLD1,8.86,synergy
9759,DASATINIB,ABT-888,DLD1,3.15,synergy
9760,DASATINIB,ABT-888,DLD1,3.64,synergy
9761,DASATINIB,BEZ-235,DLD1,5.05,synergy
9762,DASATINIB,BEZ-235,DLD1,8.96,synergy
9763,DASATINIB,BEZ-235,DLD1,5.54,synergy
9764,DASATINIB,BEZ-235,DLD1,6.15,synergy
9765,DASATINIB,DINACICLIB,DLD1,3.7,synergy
9766,DASATINIB,DINACICLIB,DLD1,5.17,synergy
9767,DASATINIB,DINACICLIB,DLD1,7.14,synergy
9768,DASATINIB,DINACICLIB,DLD1,7.16,synergy
9769,DASATINIB,MK-8669,DLD1,9.35,synergy
9770,DASATINIB,MK-8669,DLD1,4.63,synergy
9771,DASATINIB,MK-8669,DLD1,10.1,synergy
9772,DASATINIB,MK-8669,DLD1,11.34,synergy
9773,DASATINIB,MK-8776,DLD1,6.9,synergy
9774,DASATINIB,MK-8776,DLD1,10.25,synergy
9775,DASATINIB,MK-8776,DLD1,5.72,synergy
9776,DASATINIB,MK-8776,DLD1,10.47,synergy
9777,DASATINIB,OXALIPLATIN,DLD1,-6.53,antagonism
9778,DASATINIB,OXALIPLATIN,DLD1,-8.7,antagonism
9779,DASATINIB,OXALIPLATIN,DLD1,-8.54,antagonism
9780,DASATINIB,OXALIPLATIN,DLD1,-7.35,antagonism
9781,DASATINIB,SN-38,DLD1,6.67,synergy
9782,DASATINIB,SN-38,DLD1,7.16,synergy
9783,DASATINIB,SN-38,DLD1,8.71,synergy
9784,DASATINIB,SORAFENIB,DLD1,5.69,synergy
9785,DASATINIB,SORAFENIB,DLD1,6.07,synergy
9786,DASATINIB,SORAFENIB,DLD1,6.47,synergy
9787,DASATINIB,SORAFENIB,DLD1,11.68,synergy
9788,DASATINIB,TOPOTECAN,DLD1,-6.48,antagonism
9789,DASATINIB,TOPOTECAN,DLD1,-5.78,antagonism
9790,DASATINIB,TOPOTECAN,DLD1,-4.38,antagonism
9791,DEXAMETHASONE,ABT-888,DLD1,8.75,synergy
9792,DEXAMETHASONE,AZD1775,DLD1,16.2,synergy
9793,DEXAMETHASONE,AZD1775,DLD1,6.66,synergy
9794,DEXAMETHASONE,AZD1775,DLD1,7.4,synergy
9795,DEXAMETHASONE,BEZ-235,DLD1,5.28,synergy
9796,DEXAMETHASONE,BEZ-235,DLD1,6.47,synergy
9797,DEXAMETHASONE,BORTEZOMIB,DLD1,6.33,synergy
9798,DEXAMETHASONE,DASATINIB,DLD1,3.32,synergy
9799,DEXAMETHASONE,DASATINIB,DLD1,9.42,synergy
9800,DEXAMETHASONE,DASATINIB,DLD1,4.35,synergy
9801,DEXAMETHASONE,DINACICLIB,DLD1,8.41,synergy
9802,DEXAMETHASONE,DINACICLIB,DLD1,3.34,synergy
