cell_line,drugA_name,drugB_name,mean_bliss,tissue
DLD1,CYCLOPHOSPHAMIDE,ABT-888,6.49,large intestine
DLD1,CYCLOPHOSPHAMIDE,AZD1775,7.096666666666667,large intestine
DLD1,CYCLOPHOSPHAMIDE,BEZ-235,6.63,large intestine
DLD1,CYCLOPHOSPHAMIDE,BORTEZOMIB,3.5949999999999998,large intestine
DLD1,CYCLOPHOSPHAMIDE,DASATINIB,8.513333333333334,large intestine
DLD1,CYCLOPHOSPHAMIDE,DINACICLIB,4.3100000000000005,large intestine
DLD1,CYCLOPHOSPHAMIDE,ERLOTINIB,3.975,large intestine
DLD1,CYCLOPHOSPHAMIDE,GELDANAMYCIN,-3.76,large intestine
DLD1,CYCLOPHOSPHAMIDE,L778123,6.39,large intestine
DLD1,CYCLOPHOSPHAMIDE,LAPATINIB,4.72,large intestine
DLD1,CYCLOPHOSPHAMIDE,MK-2206,7.7475000000000005,large intestine
DLD1,CYCLOPHOSPHAMIDE,MK-4827,5.87,large intestine
DLD1,CYCLOPHOSPHAMIDE,MK-5108,7.72,large intestine
DLD1,CYCLOPHOSPHAMIDE,MK-8669,7.6075,large intestine
DLD1,CYCLOPHOSPHAMIDE,MK-8776,-4.025,large intestine
DLD1,CYCLOPHOSPHAMIDE,PD325901,-4.39,large intestine
DLD1,CYCLOPHOSPHAMIDE,SORAFENIB,13.4525,large intestine
DLD1,CYCLOPHOSPHAMIDE,SUNITINIB,9.3275,large intestine
DLD1,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,4.01,large intestine
DLD1,CYCLOPHOSPHAMIDE,ZOLINZA,7.096666666666667,large intestine
DLD1,DASATINIB,ABT-888,3.395,large intestine
DLD1,DASATINIB,BEZ-235,6.425000000000001,large intestine
DLD1,DASATINIB,DINACICLIB,5.7925,large intestine
DLD1,DASATINIB,MK-8669,8.855,large intestine
DLD1,DASATINIB,MK-8776,8.335,large intestine
DLD1,DASATINIB,OXALIPLATIN,-7.779999999999999,large intestine
DLD1,DASATINIB,SN-38,7.513333333333333,large intestine
DLD1,DASATINIB,SORAFENIB,7.4775,large intestine
DLD1,DASATINIB,TOPOTECAN,-5.546666666666667,large intestine
DLD1,DEXAMETHASONE,ABT-888,8.75,large intestine
DLD1,DEXAMETHASONE,AZD1775,10.086666666666666,large intestine
DLD1,DEXAMETHASONE,BEZ-235,5.875,large intestine
DLD1,DEXAMETHASONE,BORTEZOMIB,6.33,large intestine
DLD1,DEXAMETHASONE,DASATINIB,5.696666666666666,large intestine
DLD1,DEXAMETHASONE,DINACICLIB,6.04,large intestine
DLD1,DEXAMETHASONE,ERLOTINIB,5.033333333333333,large intestine
DLD1,DEXAMETHASONE,GELDANAMYCIN,1.4433333333333334,large intestine
DLD1,DEXAMETHASONE,L778123,6.81,large intestine
DLD1,DEXAMETHASONE,LAPATINIB,8.3,large intestine
DLD1,DEXAMETHASONE,MK-2206,17.975,large intestine
DLD1,DEXAMETHASONE,MK-4827,3.255,large intestine
DLD1,DEXAMETHASONE,MK-5108,10.4675,large intestine
DLD1,DEXAMETHASONE,MK-8669,13.5175,large intestine
DLD1,DEXAMETHASONE,MK-8776,12.16,large intestine
DLD1,DEXAMETHASONE,PD325901,6.4366666666666665,large intestine
DLD1,DEXAMETHASONE,SORAFENIB,13.005,large intestine
DLD1,DEXAMETHASONE,SUNITINIB,13.4125,large intestine
DLD1,DEXAMETHASONE,TEMOZOLOMIDE,3.57,large intestine
DLD1,DEXAMETHASONE,ZOLINZA,14.4575,large intestine
DLD1,DINACICLIB,MK-8776,7.475,large intestine
DLD1,DOXORUBICIN,ABT-888,-3.86,large intestine
DLD1,DOXORUBICIN,AZD1775,-8.52,large intestine
DLD1,DOXORUBICIN,BEZ-235,-4.93,large intestine
DLD1,DOXORUBICIN,BORTEZOMIB,-3.85,large intestine
DLD1,DOXORUBICIN,DASATINIB,3.35,large intestine
DLD1,DOXORUBICIN,DINACICLIB,3.0399999999999996,large intestine
DLD1,DOXORUBICIN,ERLOTINIB,-7.215,large intestine
DLD1,DOXORUBICIN,GELDANAMYCIN,-7.8100000000000005,large intestine
DLD1,DOXORUBICIN,L778123,-14.559999999999999,large intestine
DLD1,DOXORUBICIN,LAPATINIB,4.075,large intestine
DLD1,DOXORUBICIN,MK-2206,-3.04,large intestine
DLD1,DOXORUBICIN,MK-4827,-8.842500000000001,large intestine
DLD1,DOXORUBICIN,MK-5108,3.37,large intestine
DLD1,DOXORUBICIN,MK-8669,-1.09,large intestine
DLD1,DOXORUBICIN,MK-8776,2.2199999999999998,large intestine
DLD1,DOXORUBICIN,PD325901,-5.8,large intestine
DLD1,DOXORUBICIN,SORAFENIB,-4.03,large intestine
DLD1,DOXORUBICIN,SUNITINIB,-9.315,large intestine
DLD1,DOXORUBICIN,ZOLINZA,3.79,large intestine
DLD1,ERLOTINIB,ABT-888,4.41,large intestine
DLD1,ERLOTINIB,BEZ-235,7.575,large intestine
DLD1,ERLOTINIB,DASATINIB,15.93,large intestine
DLD1,ERLOTINIB,DINACICLIB,9.51,large intestine
DLD1,ERLOTINIB,GELDANAMYCIN,6.32,large intestine
DLD1,ERLOTINIB,MK-8669,10.715,large intestine
DLD1,ERLOTINIB,MK-8776,6.1433333333333335,large intestine
DLD1,ERLOTINIB,OXALIPLATIN,-7.236666666666667,large intestine
DLD1,ERLOTINIB,PD325901,9.3475,large intestine
DLD1,ERLOTINIB,SN-38,8.5625,large intestine
DLD1,ERLOTINIB,SORAFENIB,8.2975,large intestine
DLD1,ERLOTINIB,TOPOTECAN,4.37,large intestine
DLD1,ETOPOSIDE,ABT-888,-0.8866666666666667,large intestine
DLD1,ETOPOSIDE,AZD1775,-5.73,large intestine
DLD1,ETOPOSIDE,BEZ-235,-5.25,large intestine
DLD1,ETOPOSIDE,DASATINIB,3.5533333333333332,large intestine
DLD1,ETOPOSIDE,DINACICLIB,5.15,large intestine
DLD1,ETOPOSIDE,ERLOTINIB,3.9699999999999998,large intestine
DLD1,ETOPOSIDE,GELDANAMYCIN,-4.266666666666667,large intestine
DLD1,ETOPOSIDE,LAPATINIB,9.685,large intestine
DLD1,ETOPOSIDE,MK-2206,5.305,large intestine
DLD1,ETOPOSIDE,MK-4827,-4.09,large intestine
DLD1,ETOPOSIDE,MK-5108,4.71,large intestine
DLD1,ETOPOSIDE,MK-8669,-7.14,large intestine
DLD1,ETOPOSIDE,MK-8776,7.92,large intestine
DLD1,ETOPOSIDE,SORAFENIB,6.13,large intestine
DLD1,ETOPOSIDE,SUNITINIB,-5.4675,large intestine
DLD1,ETOPOSIDE,TEMOZOLOMIDE,5.710000000000001,large intestine
DLD1,ETOPOSIDE,ZOLINZA,7.875,large intestine
DLD1,GELDANAMYCIN,DINACICLIB,3.11,large intestine
DLD1,GELDANAMYCIN,MK-8776,4.407500000000001,large intestine
DLD1,GELDANAMYCIN,OXALIPLATIN,-4.105,large intestine
DLD1,GELDANAMYCIN,SN-38,8.055,large intestine
DLD1,GELDANAMYCIN,SORAFENIB,7.395,large intestine
DLD1,GEMCITABINE,ABT-888,-6.8025,large intestine
DLD1,GEMCITABINE,AZD1775,15.785,large intestine
DLD1,GEMCITABINE,BORTEZOMIB,4.13,large intestine
DLD1,GEMCITABINE,DASATINIB,5.29,large intestine
DLD1,GEMCITABINE,DINACICLIB,4.53,large intestine
DLD1,GEMCITABINE,ERLOTINIB,4.18,large intestine
DLD1,GEMCITABINE,GELDANAMYCIN,-4.71,large intestine
DLD1,GEMCITABINE,LAPATINIB,-5.71,large intestine
DLD1,GEMCITABINE,MK-2206,12.39,large intestine
DLD1,GEMCITABINE,MK-4827,-3.02,large intestine
DLD1,GEMCITABINE,MK-5108,7.363333333333333,large intestine
DLD1,GEMCITABINE,MK-8669,3.1133333333333333,large intestine
DLD1,GEMCITABINE,MK-8776,28.465,large intestine
DLD1,GEMCITABINE,PD325901,9.9775,large intestine
DLD1,GEMCITABINE,SORAFENIB,5.46,large intestine
DLD1,GEMCITABINE,SUNITINIB,-6.103333333333333,large intestine
DLD1,GEMCITABINE,TEMOZOLOMIDE,1.9500000000000002,large intestine
DLD1,L778123,ABT-888,5.03,large intestine
DLD1,L778123,AZD1775,7.8875,large intestine
DLD1,L778123,BEZ-235,6.11,large intestine
DLD1,L778123,DASATINIB,5.365,large intestine
DLD1,L778123,DINACICLIB,3.84,large intestine
DLD1,L778123,ERLOTINIB,3.5,large intestine
DLD1,L778123,ETOPOSIDE,-9.643333333333333,large intestine
DLD1,L778123,GELDANAMYCIN,7.0566666666666675,large intestine
DLD1,L778123,GEMCITABINE,4.96,large intestine
DLD1,L778123,LAPATINIB,5.87,large intestine
DLD1,L778123,MK-2206,8.205,large intestine
DLD1,L778123,MK-5108,4.46,large intestine
DLD1,L778123,MK-8669,11.7575,large intestine
DLD1,L778123,MK-8776,-1.5066666666666666,large intestine
DLD1,L778123,PD325901,8.515,large intestine
DLD1,L778123,SN-38,-5.09,large intestine
DLD1,L778123,SORAFENIB,9.05,large intestine
DLD1,L778123,SUNITINIB,8.24,large intestine
DLD1,L778123,TEMOZOLOMIDE,6.914999999999999,large intestine
DLD1,L778123,TOPOTECAN,4.135,large intestine
DLD1,L778123,VINORELBINE,3.465,large intestine
DLD1,L778123,ZOLINZA,7.17,large intestine
DLD1,LAPATINIB,ABT-888,-6.43,large intestine
DLD1,LAPATINIB,BEZ-235,6.05,large intestine
DLD1,LAPATINIB,BORTEZOMIB,7.324999999999999,large intestine
DLD1,LAPATINIB,DASATINIB,16.3475,large intestine
DLD1,LAPATINIB,DINACICLIB,12.282499999999999,large intestine
DLD1,LAPATINIB,ERLOTINIB,5.705,large intestine
DLD1,LAPATINIB,GELDANAMYCIN,7.795,large intestine
DLD1,LAPATINIB,MK-2206,17.355,large intestine
DLD1,LAPATINIB,MK-4827,-4.24,large intestine
DLD1,LAPATINIB,MK-5108,7.775,large intestine
DLD1,LAPATINIB,MK-8669,15.504999999999999,large intestine
DLD1,LAPATINIB,MK-8776,8.34,large intestine
DLD1,LAPATINIB,OXALIPLATIN,-7.396666666666667,large intestine
DLD1,LAPATINIB,PD325901,13.5225,large intestine
DLD1,LAPATINIB,SN-38,10.785,large intestine
DLD1,LAPATINIB,SORAFENIB,14.655,large intestine
DLD1,LAPATINIB,TOPOTECAN,3.18,large intestine
DLD1,METFORMIN,ABT-888,4.96,large intestine
DLD1,METFORMIN,AZD1775,10.0,large intestine
DLD1,METFORMIN,BEZ-235,6.355,large intestine
DLD1,METFORMIN,BORTEZOMIB,3.19,large intestine
DLD1,METFORMIN,DASATINIB,6.273333333333333,large intestine
DLD1,METFORMIN,DINACICLIB,6.273333333333333,large intestine
DLD1,METFORMIN,ERLOTINIB,5.376666666666666,large intestine
DLD1,METFORMIN,GELDANAMYCIN,4.4,large intestine
DLD1,METFORMIN,L778123,5.5225,large intestine
DLD1,METFORMIN,LAPATINIB,3.85,large intestine
DLD1,METFORMIN,MK-2206,5.215,large intestine
DLD1,METFORMIN,MK-4827,5.71,large intestine
DLD1,METFORMIN,MK-5108,5.215,large intestine
DLD1,METFORMIN,MK-8669,4.923333333333333,large intestine
DLD1,METFORMIN,MK-8776,-0.2649999999999997,large intestine
DLD1,METFORMIN,PD325901,1.8266666666666669,large intestine
DLD1,METFORMIN,SORAFENIB,13.743333333333334,large intestine
DLD1,METFORMIN,SUNITINIB,2.9825,large intestine
DLD1,METFORMIN,TEMOZOLOMIDE,7.15,large intestine
DLD1,METFORMIN,ZOLINZA,5.95,large intestine
DLD1,METHOTREXATE,ABT-888,-2.543333333333333,large intestine
DLD1,METHOTREXATE,AZD1775,-5.4275,large intestine
DLD1,METHOTREXATE,BEZ-235,-8.057500000000001,large intestine
DLD1,METHOTREXATE,DASATINIB,-5.1775,large intestine
DLD1,METHOTREXATE,DINACICLIB,7.765000000000001,large intestine
DLD1,METHOTREXATE,ERLOTINIB,-4.535,large intestine
DLD1,METHOTREXATE,GELDANAMYCIN,-5.206666666666667,large intestine
DLD1,METHOTREXATE,L778123,-3.3,large intestine
DLD1,METHOTREXATE,LAPATINIB,-5.323333333333333,large intestine
DLD1,METHOTREXATE,MK-2206,-8.01,large intestine
DLD1,METHOTREXATE,MK-4827,-4.326666666666667,large intestine
DLD1,METHOTREXATE,MK-5108,-6.946666666666666,large intestine
DLD1,METHOTREXATE,MK-8669,-6.276666666666666,large intestine
DLD1,METHOTREXATE,MK-8776,-1.8775,large intestine
DLD1,METHOTREXATE,PD325901,-3.5075,large intestine
DLD1,METHOTREXATE,SORAFENIB,7.673333333333333,large intestine
DLD1,METHOTREXATE,SUNITINIB,-8.06,large intestine
DLD1,METHOTREXATE,TEMOZOLOMIDE,-6.465,large intestine
DLD1,METHOTREXATE,ZOLINZA,-7.8975,large intestine
DLD1,MITOMYCINE,ABT-888,22.47,large intestine
DLD1,MITOMYCINE,AZD1775,-3.53,large intestine
DLD1,MITOMYCINE,BEZ-235,-4.97,large intestine
DLD1,MITOMYCINE,DASATINIB,6.0,large intestine
DLD1,MITOMYCINE,DINACICLIB,3.94,large intestine
DLD1,MITOMYCINE,ERLOTINIB,-8.833333333333334,large intestine
DLD1,MITOMYCINE,GELDANAMYCIN,1.3233333333333335,large intestine
DLD1,MITOMYCINE,L778123,-13.9575,large intestine
DLD1,MITOMYCINE,LAPATINIB,4.46,large intestine
DLD1,MITOMYCINE,MK-4827,-6.23,large intestine
DLD1,MITOMYCINE,MK-5108,-8.3225,large intestine
DLD1,MITOMYCINE,MK-8669,0.41666666666666635,large intestine
DLD1,MITOMYCINE,MK-8776,5.782500000000001,large intestine
DLD1,MITOMYCINE,PD325901,5.86,large intestine
DLD1,MITOMYCINE,SORAFENIB,-7.115,large intestine
DLD1,MITOMYCINE,SUNITINIB,-5.125,large intestine
DLD1,MITOMYCINE,TEMOZOLOMIDE,4.9,large intestine
DLD1,MITOMYCINE,ZOLINZA,-4.29,large intestine
DLD1,MK-2206,ABT-888,5.613333333333333,large intestine
DLD1,MK-2206,BEZ-235,6.205,large intestine
DLD1,MK-2206,DASATINIB,13.21,large intestine
DLD1,MK-2206,DINACICLIB,5.71,large intestine
DLD1,MK-2206,ERLOTINIB,14.5,large intestine
DLD1,MK-2206,GELDANAMYCIN,3.6,large intestine
DLD1,MK-2206,MK-8669,11.7825,large intestine
DLD1,MK-2206,MK-8776,4.95,large intestine
DLD1,MK-2206,OXALIPLATIN,-7.7700000000000005,large intestine
DLD1,MK-2206,PD325901,10.3625,large intestine
DLD1,MK-2206,SN-38,8.726666666666667,large intestine
DLD1,MK-2206,SORAFENIB,14.717500000000001,large intestine
DLD1,MK-2206,TOPOTECAN,3.52,large intestine
DLD1,MK-4541,ABT-888,3.043333333333333,large intestine
DLD1,MK-4541,AZD1775,6.38,large intestine
DLD1,MK-4541,BEZ-235,5.1,large intestine
DLD1,MK-4541,BORTEZOMIB,5.94,large intestine
DLD1,MK-4541,CARBOPLATIN,-4.63,large intestine
DLD1,MK-4541,CYCLOPHOSPHAMIDE,6.123333333333334,large intestine
DLD1,MK-4541,DEXAMETHASONE,16.935,large intestine
DLD1,MK-4541,DOXORUBICIN,-0.30999999999999983,large intestine
DLD1,MK-4541,ERLOTINIB,4.2,large intestine
DLD1,MK-4541,ETOPOSIDE,2.9666666666666663,large intestine
DLD1,MK-4541,GELDANAMYCIN,8.605,large intestine
DLD1,MK-4541,GEMCITABINE,-5.373333333333334,large intestine
DLD1,MK-4541,L778123,6.945,large intestine
DLD1,MK-4541,LAPATINIB,8.48,large intestine
DLD1,MK-4541,METHOTREXATE,-5.669999999999999,large intestine
DLD1,MK-4541,MITOMYCINE,-1.9800000000000002,large intestine
DLD1,MK-4541,MK-2206,6.873333333333334,large intestine
DLD1,MK-4541,MK-4827,-6.3,large intestine
DLD1,MK-4541,MK-5108,1.3266666666666669,large intestine
DLD1,MK-4541,MK-8776,-4.69,large intestine
DLD1,MK-4541,MRK-003,5.233333333333333,large intestine
DLD1,MK-4541,OXALIPLATIN,-5.323333333333333,large intestine
DLD1,MK-4541,PACLITAXEL,5.866666666666667,large intestine
DLD1,MK-4541,PD325901,8.82,large intestine
DLD1,MK-4541,SN-38,-4.255,large intestine
DLD1,MK-4541,SORAFENIB,10.370000000000001,large intestine
DLD1,MK-4541,SUNITINIB,-3.66,large intestine
DLD1,MK-4541,TEMOZOLOMIDE,-3.645,large intestine
DLD1,MK-4541,TOPOTECAN,4.525,large intestine
DLD1,MK-4541,VINBLASTINE,-3.4599999999999995,large intestine
DLD1,MK-4541,VINORELBINE,4.476666666666667,large intestine
DLD1,MK-4541,ZOLINZA,7.24,large intestine
DLD1,MK-4827,ABT-888,-6.91,large intestine
DLD1,MK-4827,BEZ-235,3.15,large intestine
DLD1,MK-4827,DASATINIB,-1.1599999999999997,large intestine
DLD1,MK-4827,DINACICLIB,-3.525,large intestine
DLD1,MK-4827,ERLOTINIB,-6.404999999999999,large intestine
DLD1,MK-4827,GELDANAMYCIN,-0.5050000000000001,large intestine
DLD1,MK-4827,MK-2206,4.67,large intestine
DLD1,MK-4827,MK-8669,0.9450000000000001,large intestine
DLD1,MK-4827,MK-8776,7.914999999999999,large intestine
DLD1,MK-4827,OXALIPLATIN,-9.530000000000001,large intestine
DLD1,MK-4827,PD325901,1.5549999999999997,large intestine
DLD1,MK-4827,SN-38,6.905,large intestine
DLD1,MK-4827,SORAFENIB,7.9275,large intestine
DLD1,MK-4827,TOPOTECAN,4.355,large intestine
DLD1,MK-5108,ABT-888,7.665,large intestine
DLD1,MK-5108,BEZ-235,3.21,large intestine
DLD1,MK-5108,DASATINIB,5.416666666666667,large intestine
DLD1,MK-5108,DINACICLIB,3.14,large intestine
DLD1,MK-5108,GELDANAMYCIN,-1.335,large intestine
DLD1,MK-5108,MK-2206,3.44,large intestine
DLD1,MK-5108,MK-4827,0.3500000000000001,large intestine
DLD1,MK-5108,MK-8669,5.0600000000000005,large intestine
DLD1,MK-5108,MK-8776,-5.8275,large intestine
DLD1,MK-5108,OXALIPLATIN,-6.370000000000001,large intestine
DLD1,MK-5108,PD325901,5.22,large intestine
DLD1,MK-5108,SN-38,-1.8333333333333333,large intestine
DLD1,MK-5108,SORAFENIB,9.62,large intestine
DLD1,MK-5108,TOPOTECAN,7.3075,large intestine
DLD1,MK-8669,BEZ-235,13.4575,large intestine
DLD1,MK-8669,DINACICLIB,4.6499999999999995,large intestine
DLD1,MK-8669,GELDANAMYCIN,-3.65,large intestine
DLD1,MK-8669,MK-8776,6.406666666666666,large intestine
DLD1,MK-8669,OXALIPLATIN,-6.733333333333333,large intestine
DLD1,MK-8669,SN-38,-4.54,large intestine
DLD1,MK-8669,SORAFENIB,13.807500000000001,large intestine
DLD1,MK-8669,TOPOTECAN,4.05,large intestine
DLD1,MRK-003,5-FU,4.37,large intestine
DLD1,MRK-003,ABT-888,6.195,large intestine
DLD1,MRK-003,AZD1775,5.623333333333334,large intestine
DLD1,MRK-003,BEZ-235,4.38,large intestine
DLD1,MRK-003,BORTEZOMIB,3.88,large intestine
DLD1,MRK-003,CARBOPLATIN,-6.41,large intestine
DLD1,MRK-003,CYCLOPHOSPHAMIDE,6.2575,large intestine
DLD1,MRK-003,DASATINIB,11.2425,large intestine
DLD1,MRK-003,DEXAMETHASONE,6.765000000000001,large intestine
DLD1,MRK-003,DINACICLIB,5.846666666666667,large intestine
DLD1,MRK-003,DOXORUBICIN,-3.9,large intestine
DLD1,MRK-003,ERLOTINIB,5.093333333333333,large intestine
DLD1,MRK-003,ETOPOSIDE,5.843333333333334,large intestine
DLD1,MRK-003,GELDANAMYCIN,4.595000000000001,large intestine
DLD1,MRK-003,GEMCITABINE,3.45,large intestine
DLD1,MRK-003,L778123,4.42,large intestine
DLD1,MRK-003,LAPATINIB,6.625,large intestine
DLD1,MRK-003,METFORMIN,10.790000000000001,large intestine
DLD1,MRK-003,METHOTREXATE,-4.88,large intestine
DLD1,MRK-003,MITOMYCINE,-5.420000000000001,large intestine
DLD1,MRK-003,MK-2206,7.8825,large intestine
DLD1,MRK-003,MK-4827,4.29,large intestine
DLD1,MRK-003,MK-5108,4.1450000000000005,large intestine
DLD1,MRK-003,MK-8669,7.6850000000000005,large intestine
DLD1,MRK-003,OXALIPLATIN,-8.44,large intestine
DLD1,MRK-003,PACLITAXEL,11.86,large intestine
DLD1,MRK-003,PD325901,4.51,large intestine
DLD1,MRK-003,SN-38,5.34,large intestine
DLD1,MRK-003,SORAFENIB,13.5275,large intestine
DLD1,MRK-003,SUNITINIB,6.11,large intestine
DLD1,MRK-003,TEMOZOLOMIDE,3.86,large intestine
DLD1,MRK-003,TOPOTECAN,5.11,large intestine
DLD1,MRK-003,VINBLASTINE,6.83,large intestine
DLD1,MRK-003,VINORELBINE,6.3225,large intestine
DLD1,MRK-003,ZOLINZA,6.205,large intestine
DLD1,OXALIPLATIN,DINACICLIB,-4.3,large intestine
DLD1,OXALIPLATIN,MK-8776,-8.85,large intestine
DLD1,OXALIPLATIN,SORAFENIB,3.66,large intestine
DLD1,PACLITAXEL,ABT-888,6.58,large intestine
DLD1,PACLITAXEL,AZD1775,5.82,large intestine
DLD1,PACLITAXEL,BORTEZOMIB,3.41,large intestine
DLD1,PACLITAXEL,DASATINIB,7.5649999999999995,large intestine
DLD1,PACLITAXEL,DINACICLIB,6.170000000000001,large intestine
DLD1,PACLITAXEL,ERLOTINIB,6.452500000000001,large intestine
DLD1,PACLITAXEL,GELDANAMYCIN,-5.946666666666666,large intestine
DLD1,PACLITAXEL,L778123,5.32,large intestine
DLD1,PACLITAXEL,LAPATINIB,16.5175,large intestine
DLD1,PACLITAXEL,MK-2206,10.107500000000002,large intestine
DLD1,PACLITAXEL,MK-4827,-3.223333333333333,large intestine
DLD1,PACLITAXEL,MK-5108,9.765,large intestine
DLD1,PACLITAXEL,MK-8669,5.56,large intestine
DLD1,PACLITAXEL,MK-8776,5.57,large intestine
DLD1,PACLITAXEL,PD325901,5.205,large intestine
DLD1,PACLITAXEL,SORAFENIB,9.005,large intestine
DLD1,PACLITAXEL,SUNITINIB,4.923333333333333,large intestine
DLD1,PACLITAXEL,TEMOZOLOMIDE,10.67,large intestine
DLD1,PACLITAXEL,ZOLINZA,5.3825,large intestine
DLD1,PD325901,ABT-888,-4.873333333333333,large intestine
DLD1,PD325901,BEZ-235,7.452500000000001,large intestine
DLD1,PD325901,DASATINIB,10.1225,large intestine
DLD1,PD325901,DINACICLIB,3.5,large intestine
DLD1,PD325901,GELDANAMYCIN,5.86,large intestine
DLD1,PD325901,MK-8669,8.7,large intestine
DLD1,PD325901,MK-8776,4.03,large intestine
DLD1,PD325901,OXALIPLATIN,-6.74,large intestine
DLD1,PD325901,SN-38,5.875,large intestine
DLD1,PD325901,SORAFENIB,17.1875,large intestine
DLD1,PD325901,TOPOTECAN,8.5,large intestine
DLD1,SN-38,DINACICLIB,-4.25,large intestine
DLD1,SN-38,MK-8776,-7.17,large intestine
DLD1,SN-38,SORAFENIB,12.325,large intestine
DLD1,SORAFENIB,DINACICLIB,7.077500000000001,large intestine
DLD1,SORAFENIB,MK-8776,9.3125,large intestine
DLD1,SUNITINIB,ABT-888,5.3933333333333335,large intestine
DLD1,SUNITINIB,BEZ-235,7.51,large intestine
DLD1,SUNITINIB,DASATINIB,14.5125,large intestine
DLD1,SUNITINIB,DINACICLIB,9.276666666666666,large intestine
DLD1,SUNITINIB,ERLOTINIB,10.5725,large intestine
DLD1,SUNITINIB,GELDANAMYCIN,7.9575,large intestine
DLD1,SUNITINIB,LAPATINIB,14.3575,large intestine
DLD1,SUNITINIB,MK-2206,13.3375,large intestine
DLD1,SUNITINIB,MK-4827,-2.486666666666667,large intestine
DLD1,SUNITINIB,MK-5108,-0.6399999999999997,large intestine
DLD1,SUNITINIB,MK-8669,16.1275,large intestine
DLD1,SUNITINIB,MK-8776,3.8775,large intestine
DLD1,SUNITINIB,OXALIPLATIN,-8.2875,large intestine
DLD1,SUNITINIB,PD325901,6.9025,large intestine
DLD1,SUNITINIB,SN-38,5.24,large intestine
DLD1,SUNITINIB,SORAFENIB,9.205,large intestine
DLD1,SUNITINIB,TEMOZOLOMIDE,8.576666666666666,large intestine
DLD1,SUNITINIB,TOPOTECAN,-13.41,large intestine
DLD1,TEMOZOLOMIDE,ABT-888,6.983333333333333,large intestine
DLD1,TEMOZOLOMIDE,AZD1775,7.625,large intestine
DLD1,TEMOZOLOMIDE,BEZ-235,3.02,large intestine
DLD1,TEMOZOLOMIDE,DASATINIB,3.29,large intestine
DLD1,TEMOZOLOMIDE,DINACICLIB,5.9125,large intestine
DLD1,TEMOZOLOMIDE,ERLOTINIB,5.133333333333334,large intestine
DLD1,TEMOZOLOMIDE,GELDANAMYCIN,3.48,large intestine
DLD1,TEMOZOLOMIDE,LAPATINIB,7.025,large intestine
DLD1,TEMOZOLOMIDE,MK-2206,7.163333333333334,large intestine
DLD1,TEMOZOLOMIDE,MK-4827,17.302500000000002,large intestine
DLD1,TEMOZOLOMIDE,MK-5108,5.99,large intestine
DLD1,TEMOZOLOMIDE,MK-8669,8.416666666666666,large intestine
DLD1,TEMOZOLOMIDE,MK-8776,-0.9033333333333333,large intestine
DLD1,TEMOZOLOMIDE,OXALIPLATIN,-7.555,large intestine
DLD1,TEMOZOLOMIDE,PD325901,5.515,large intestine
DLD1,TEMOZOLOMIDE,SN-38,-4.48,large intestine
DLD1,TEMOZOLOMIDE,SORAFENIB,9.2975,large intestine
DLD1,TEMOZOLOMIDE,TOPOTECAN,7.133333333333333,large intestine
DLD1,TOPOTECAN,DINACICLIB,3.11,large intestine
DLD1,TOPOTECAN,MK-8776,2.8766666666666665,large intestine
DLD1,TOPOTECAN,SORAFENIB,7.69,large intestine
DLD1,VINBLASTINE,ABT-888,-6.81,large intestine
DLD1,VINBLASTINE,AZD1775,-6.05,large intestine
DLD1,VINBLASTINE,BEZ-235,7.0,large intestine
DLD1,VINBLASTINE,DASATINIB,8.895,large intestine
DLD1,VINBLASTINE,DINACICLIB,-3.77,large intestine
DLD1,VINBLASTINE,ERLOTINIB,6.07,large intestine
DLD1,VINBLASTINE,GELDANAMYCIN,-6.57,large intestine
DLD1,VINBLASTINE,L778123,10.975,large intestine
DLD1,VINBLASTINE,LAPATINIB,7.615,large intestine
DLD1,VINBLASTINE,MK-2206,7.28,large intestine
DLD1,VINBLASTINE,MK-4827,-5.91,large intestine
DLD1,VINBLASTINE,MK-5108,-0.5249999999999999,large intestine
DLD1,VINBLASTINE,MK-8669,4.0,large intestine
DLD1,VINBLASTINE,MK-8776,-4.965,large intestine
DLD1,VINBLASTINE,PD325901,-4.42,large intestine
DLD1,VINBLASTINE,SORAFENIB,11.3575,large intestine
